,Transaction_ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
720,721,4/1/23,CUST721,Male,38.0,Beauty,2.0,500.0,1000.0
721,722,30/6/23,CUST722,Female,28.0,Clothing,2.0,500.0,1000.0
722,723,2/6/23,CUST723,Male,57.0,Electronics,2.0,25.0,50.0
723,724,23/4/23,CUST724,Male,55.0,Clothing,-1.0,-30.0,-30.0
724,725,19/7/23,CUST725,Female,28.0,Electronics,4.0,50.0,200.0
725,726,3/8/23,CUST726,Female,53.0,Electronics,1.0,300.0,300.0
726,727,3/10/23,CUST727,Male,56.0,Clothing,4.0,25.0,100.0
727,728,7/10/23,CUST728,Male,57.0,Electronics,2.0,50.0,100.0
728,729,5/11/23,CUST729,Female,52.0,Clothing,3.0,300.0,900.0
729,730,23/4/23,CUST730,Female,51.0,Clothing,3.0,30.0,90.0
730,731,7/9/23,CUST731,Female,64.0,Clothing,2.0,50.0,100.0
731,732,23/4/23,CUST732,Male,41.0,Beauty,3.0,500.0,1500.0
732,733,20/5/23,CUST733,Female,39.0,Electronics,2.0,25.0,50.0
733,734,12/8/23,CUST734,Female,22.0,Electronics,3.0,50.0,150.0
734,735,27/7/23,CUST735,Female,28.0,Beauty,,,
735,736,6/9/23,CUST736,Female,50.0,Clothing,4.0,50.0,200.0
736,737,15/1/23,CUST737,Male,53.0,Clothing,1.0,500.0,500.0
737,738,19/7/23,CUST738,Female,64.0,Electronics,1.0,300.0,300.0
738,739,22/6/23,CUST739,Female,37.0,Clothing,4.0,30.0,120.0
739,740,9/12/23,CUST740,Male,36.0,Electronics,4.0,500.0,2000.0
740,741,14/12/23,CUST741,Female,52.0,Beauty,2.0,30.0,60.0
741,742,27/7/23,CUST742,Female,60.0,Clothing,2.0,300.0,600.0
742,743,26/3/23,CUST743,Male,34.0,Electronics,2.0,50.0,100.0
743,744,28/8/23,CUST744,Female,62.0,Clothing,3.0,30.0,90.0
744,745,7/3/23,CUST745,Male,60.0,Electronics,2.0,25.0,50.0
745,746,15/11/23,CUST746,Male,51.0,Electronics,4.0,25.0,100.0
746,747,1/10/23,CUST747,Female,26.0,Clothing,1.0,500.0,500.0
747,748,14/1/23,CUST748,Female,43.0,Beauty,3.0,300.0,900.0
748,749,21/7/23,CUST749,Female,19.0,Electronics,2.0,500.0,1000.0
749,750,12/2/23,CUST750,,30.0,Clothing,,,
750,751,31/10/23,CUST751,Female,26.0,Electronics,3.0,500.0,1500.0
751,752,16/10/23,CUST752,Male,26.0,Electronics,3.0,500.0,1500.0
752,753,6/12/23,CUST753,Female,57.0,Beauty,2.0,25.0,50.0
753,754,14/1/23,CUST754,Male,34.0,Beauty,3.0,25.0,75.0
754,755,12/2/23,CUST755,Female,18.0,Clothing,1.0,500.0,500.0
755,756,26/11/23,CUST756,Female,42.0,Beauty,4.0,25.0,100.0
756,757,8/8/23,CUST757,Female,60.0,Clothing,4.0,300.0,1200.0
757,758,11/3/23,CUST758,Male,57.0,Clothing,1.0,500.0,500.0
758,759,25/8/23,CUST759,Female,59.0,Beauty,3.0,25.0,75.0
759,760,4/4/23,CUST760,Female,42.0,Clothing,2.0,30.0,60.0
760,761,26/1/23,CUST761,Female,56.0,Beauty,3.0,500.0,1500.0
761,762,14/5/23,CUST762,Female,52.0,Clothing,1.0,500.0,500.0
762,763,14/7/23,CUST763,Male,20.0,Beauty,3.0,300.0,900.0
763,764,10/5/23,CUST764,,,,-4.0,,
764,765,17/6/23,CUST765,Female,54.0,Beauty,4.0,50.0,200.0
765,766,19/4/23,CUST766,Male,61.0,Clothing,3.0,50.0,150.0
766,767,21/8/23,CUST767,Male,61.0,Electronics,1.0,300.0,300.0
767,768,17/6/23,CUST768,Male,47.0,Clothing,4.0,300.0,1200.0
768,769,22/6/23,CUST769,Male,55.0,Beauty,3.0,300.0,900.0
769,770,14/7/23,CUST770,Male,51.0,Electronics,3.0,50.0,150.0
770,771,23/5/23,CUST771,Male,29.0,Clothing,4.0,300.0,1200.0
771,772,4/8/23,CUST772,Female,36.0,Clothing,2.0,25.0,50.0
772,773,10/5/23,CUST773,Male,54.0,Clothing,4.0,500.0,2000.0
773,774,11/2/23,CUST774,Male,61.0,Electronics,2.0,500.0,1000.0
774,775,29/8/23,CUST775,Male,34.0,Beauty,1.0,30.0,30.0
775,776,10/1/23,CUST776,Female,27.0,Clothing,1.0,30.0,30.0
776,777,4/10/23,CUST777,Female,64.0,Clothing,4.0,500.0,2000.0
777,778,27/1/23,CUST778,Male,29.0,Clothing,4.0,25.0,100.0
778,779,21/1/23,CUST779,,,,0.0,,
779,780,29/6/23,CUST780,Female,33.0,Clothing,1.0,50.0,50.0
780,781,25/4/23,CUST781,Male,41.0,Clothing,2.0,50.0,100.0
781,782,29/11/23,CUST782,Male,36.0,Beauty,1.0,25.0,25.0
782,783,5/2/23,CUST783,Female,25.0,Beauty,4.0,50.0,200.0
783,784,30/11/23,CUST784,Male,48.0,Clothing,1.0,300.0,300.0
784,785,21/1/23,CUST785,Female,38.0,Electronics,4.0,500.0,2000.0
785,786,16/1/23,CUST786,Female,34.0,Beauty,4.0,500.0,2000.0
786,787,7/5/23,CUST787,Male,40.0,Electronics,1.0,25.0,25.0
787,788,13/4/23,CUST788,Male,54.0,Beauty,2.0,50.0,100.0
788,789,11/1/23,CUST789,Female,33.0,Clothing,3.0,30.0,90.0
789,790,15/11/23,CUST790,Male,23.0,Beauty,1.0,30.0,30.0
790,791,20/3/23,CUST791,Male,25.0,Clothing,3.0,50.0,150.0
791,792,21/1/23,CUST792,,23.0,Clothing,0.0,,
792,793,3/5/23,CUST793,Male,42.0,Beauty,1.0,30.0,30.0
793,794,6/3/23,CUST794,Female,35.0,Clothing,3.0,25.0,75.0
794,795,31/8/23,CUST795,Female,42.0,Clothing,2.0,25.0,50.0
795,796,9/12/23,CUST796,Male,29.0,Clothing,2.0,50.0,100.0
796,797,28/2/23,CUST797,Female,32.0,Clothing,1.0,30.0,30.0
797,798,16/10/23,CUST798,Female,43.0,Electronics,4.0,25.0,100.0
798,799,22/4/23,CUST799,Female,58.0,Clothing,3.0,25.0,75.0
799,800,27/8/23,CUST800,Female,62.0,Electronics,4.0,300.0,1200.0
800,801,25/12/23,CUST801,Female,43.0,Electronics,4.0,300.0,1200.0
801,802,12/5/23,CUST802,Male,64.0,Clothing,4.0,25.0,100.0
802,803,8/7/23,CUST803,Male,49.0,Electronics,2.0,50.0,100.0
803,804,27/8/23,CUST804,Male,44.0,Electronics,0.0,,
804,805,27/3/23,CUST805,Male,27.0,Beauty,1.0,500.0,500.0
805,806,7/11/23,CUST806,Female,33.0,Clothing,1.0,500.0,500.0
806,807,7/11/23,CUST807,Female,24.0,Electronics,2.0,25.0,50.0
807,808,28/2/23,CUST808,Male,34.0,Clothing,2.0,25.0,50.0
808,809,25/3/23,CUST809,Female,40.0,Clothing,1.0,25.0,25.0
809,810,9/6/23,CUST810,Male,43.0,Clothing,4.0,50.0,200.0
810,811,25/2/23,CUST811,Male,38.0,Electronics,3.0,300.0,900.0
811,812,24/10/23,CUST812,Male,39.0,Beauty,3.0,25.0,75.0
812,813,14/1/23,CUST813,Female,24.0,Beauty,3.0,25.0,75.0
813,814,9/6/23,CUST814,Female,31.0,Electronics,4.0,30.0,120.0
814,815,22/10/23,CUST815,Male,32.0,Clothing,1.0,50.0,50.0
815,816,13/12/23,CUST816,Male,24.0,Electronics,2.0,25.0,50.0
816,817,12/7/23,CUST817,Male,26.0,Electronics,1.0,30.0,30.0
817,818,23/7/23,CUST818,Male,25.0,Electronics,4.0,500.0,2000.0
818,819,12/4/23,CUST819,Female,40.0,Clothing,2.0,25.0,50.0
819,820,8/2/23,CUST820,Female,46.0,Electronics,4.0,25.0,100.0
820,821,31/10/23,CUST821,Male,35.0,Clothing,3.0,30.0,90.0
821,822,20/12/23,CUST822,Male,48.0,Electronics,3.0,50.0,150.0
822,823,18/11/23,CUST823,Female,47.0,Beauty,4.0,25.0,100.0
823,824,5/5/23,CUST824,Female,56.0,Electronics,2.0,500.0,1000.0
824,825,22/2/23,CUST825,Male,52.0,Electronics,2.0,25.0,50.0
825,826,23/12/23,CUST826,Male,35.0,Beauty,1.0,500.0,500.0
826,827,4/6/23,CUST827,Male,59.0,Clothing,3.0,300.0,900.0
827,828,17/12/23,CUST828,Female,56.0,Clothing,1.0,300.0,300.0
828,829,4/11/23,CUST829,Female,34.0,Electronics,1.0,500.0,500.0
829,830,3/3/23,CUST830,Female,31.0,Beauty,4.0,50.0,200.0
830,831,17/10/23,CUST831,Male,48.0,Clothing,4.0,25.0,100.0
831,832,22/1/23,CUST832,Male,41.0,Electronics,1.0,25.0,25.0
832,833,27/6/23,CUST833,Female,52.0,Beauty,3.0,300.0,900.0
833,834,30/9/23,CUST834,Female,61.0,Clothing,4.0,500.0,2000.0
834,835,8/8/23,CUST835,Male,62.0,Clothing,1.0,25.0,25.0
835,836,5/12/23,CUST836,Female,51.0,Beauty,1.0,25.0,25.0
836,837,17/10/23,CUST837,Female,36.0,Clothing,0.0,,
837,838,9/7/23,CUST838,Female,20.0,Beauty,1.0,50.0,50.0
838,839,5/2/23,CUST839,Male,54.0,Beauty,1.0,30.0,30.0
839,840,17/9/23,CUST840,Female,60.0,Beauty,1.0,300.0,300.0
840,841,28/11/23,CUST841,Male,57.0,Electronics,1.0,300.0,300.0
841,842,24/6/23,CUST842,Male,43.0,Beauty,4.0,30.0,120.0
842,843,7/1/23,CUST843,Male,40.0,Clothing,3.0,25.0,75.0
843,844,4/8/23,CUST844,Male,61.0,Clothing,1.0,50.0,50.0
844,845,8/9/23,CUST845,Male,56.0,Electronics,2.0,50.0,100.0
845,846,24/2/23,CUST846,Male,32.0,Clothing,4.0,300.0,1200.0
846,847,10/8/23,CUST847,Male,21.0,Clothing,4.0,50.0,200.0
847,848,5/7/23,CUST848,Female,46.0,Beauty,1.0,30.0,30.0
848,849,22/11/23,CUST849,Male,39.0,Clothing,4.0,25.0,100.0
849,850,24/8/23,CUST850,Male,42.0,Electronics,1.0,30.0,30.0
850,851,29/12/23,CUST851,Female,30.0,Beauty,3.0,500.0,1500.0
851,852,20/3/23,CUST852,Female,35.0,Beauty,3.0,300.0,900.0
852,853,5/9/23,CUST853,Female,1.0,Beauty,5.0,-20.0,-100.0
853,854,11/8/23,CUST854,Female,50.0,Electronics,4.0,50.0,200.0
854,855,1/4/23,CUST855,Male,33.0,Beauty,4.0,500.0,2000.0
855,856,25/9/23,CUST856,Female,62.0,Beauty,2.0,50.0,100.0
856,857,30/11/23,CUST857,Male,59.0,Electronics,4.0,25.0,100.0
857,858,19/5/23,CUST858,Male,61.0,Beauty,2.0,25.0,50.0
858,859,12/11/23,CUST859,Male,19.0,Electronics,3.0,25.0,75.0
859,860,3/10/23,CUST860,Male,52.0,Electronics,3.0,50.0,150.0
860,861,5/9/23,CUST861,Female,59.0,Clothing,1.0,500.0,500.0
861,862,27/8/23,CUST862,Female,51.0,Clothing,3.0,25.0,75.0
862,863,12/8/23,CUST863,Male,47.0,Beauty,2.0,500.0,1000.0
863,864,31/10/23,CUST864,Male,30.0,Beauty,4.0,50.0,200.0
864,865,18/5/23,CUST865,Male,30.0,Electronics,1.0,500.0,500.0
865,866,15/6/23,CUST866,Female,35.0,Beauty,2.0,50.0,100.0
866,867,6/5/23,CUST867,Male,49.0,Electronics,4.0,50.0,200.0
867,868,14/2/23,CUST868,Male,49.0,Electronics,1.0,300.0,300.0
868,869,23/5/23,CUST869,Female,52.0,Beauty,3.0,50.0,150.0
869,870,19/8/23,CUST870,Female,56.0,Electronics,2.0,50.0,100.0
870,871,5/5/23,CUST871,Male,63.0,Clothing,4.0,30.0,120.0
871,872,26/8/23,CUST872,Female,46.0,Beauty,1.0,25.0,25.0
872,873,19/10/23,CUST873,Female,46.0,Clothing,1.0,300.0,300.0
873,874,9/11/23,CUST874,Male,61.0,Beauty,3.0,300.0,900.0
874,875,9/12/23,CUST875,Female,33.0,Electronics,4.0,300.0,1200.0
875,876,14/7/23,CUST876,Male,61.0,Beauty,3.0,30.0,90.0
876,877,22/6/23,CUST877,Female,64.0,Clothing,3.0,50.0,150.0
877,878,15/1/23,CUST878,Male,27.0,Electronics,4.0,25.0,100.0
878,879,11/9/23,CUST879,Male,47.0,Beauty,4.0,500.0,2000.0
879,880,16/6/23,CUST880,Male,42.0,Beauty,4.0,50.0,200.0
880,881,6/1/23,CUST881,Male,,,,100.0,
881,882,4/4/23,CUST882,Female,56.0,Beauty,2.0,30.0,60.0
882,883,7/9/23,CUST883,Male,37.0,Clothing,4.0,50.0,200.0
883,884,19/4/23,CUST884,Female,22.0,Clothing,1.0,50.0,50.0
884,885,1/7/23,CUST885,Male,18.0,Beauty,3.0,30.0,90.0
885,886,13/5/23,CUST886,Male,47.0,Electronics,2.0,300.0,600.0
886,887,24/6/23,CUST887,Female,20.0,Electronics,4.0,300.0,1200.0
887,888,24/5/23,CUST888,Male,62.0,Clothing,2.0,25.0,50.0
888,889,2/11/23,CUST889,Male,31.0,Electronics,4.0,25.0,100.0
889,890,26/12/23,CUST890,Female,47.0,Clothing,2.0,300.0,600.0
890,891,22/5/23,CUST891,Male,21.0,Beauty,3.0,500.0,1500.0
891,892,12/10/23,CUST892,Male,35.0,Clothing,3.0,50.0,150.0
892,893,6/1/23,CUST893,Male,54.0,Clothing,1.0,500.0,500.0
893,894,22/9/23,CUST894,Male,42.0,Beauty,1.0,50.0,50.0
894,895,8/4/23,CUST895,Female,18.0,Electronics,4.0,300.0,1200.0
895,896,13/2/23,CUST896,Female,63.0,Clothing,3.0,25.0,75.0
896,897,4/5/23,CUST897,Male,32.0,Clothing,2.0,25.0,50.0
897,898,28/7/23,CUST898,Female,26.0,Beauty,2.0,500.0,1000.0
898,899,8/9/23,CUST899,Male,32.0,Electronics,2.0,25.0,50.0
899,900,12/10/23,CUST900,Female,41.0,Clothing,1.0,300.0,300.0
900,901,4/5/23,CUST901,Male,21.0,Beauty,2.0,500.0,1000.0
901,902,20/12/23,CUST902,Male,29.0,Clothing,1.0,50.0,50.0
902,903,1/9/23,CUST903,Male,54.0,Beauty,1.0,25.0,25.0
903,904,27/11/23,CUST904,Male,54.0,Electronics,4.0,30.0,120.0
904,905,31/12/23,CUST905,Male,60.0,Electronics,2.0,25.0,50.0
905,906,9/9/23,CUST906,Male,23.0,Electronics,2.0,50.0,100.0
906,907,18/8/23,CUST907,Female,56.0,Electronics,3.0,500.0,1500.0
907,908,9/1/23,CUST908,Male,63.0,Clothing,4.0,50.0,200.0
908,909,17/2/23,CUST909,Female,41.0,Clothing,3.0,30.0,90.0
909,910,1/9/23,CUST910,,0.0,Electronics,,20.0,
910,911,31/5/23,CUST911,Male,28.0,Electronics,4.0,300.0,1200.0
911,912,24/4/23,CUST912,Female,30.0,Electronics,2.0,25.0,50.0
912,913,27/7/23,CUST913,Female,51.0,Electronics,1.0,500.0,500.0
913,914,21/12/23,CUST914,Female,42.0,Clothing,1.0,300.0,300.0
914,915,5/5/23,CUST915,Male,24.0,Electronics,1.0,50.0,50.0
915,916,6/6/23,CUST916,Male,21.0,Electronics,1.0,500.0,500.0
916,917,6/12/23,CUST917,Female,25.0,Electronics,1.0,300.0,300.0
917,918,25/10/23,CUST918,Male,37.0,Beauty,3.0,500.0,1500.0
918,919,8/7/23,CUST919,Female,46.0,Electronics,4.0,30.0,120.0
919,920,31/8/23,CUST920,Male,62.0,Beauty,2.0,30.0,60.0
920,921,11/10/23,CUST921,Female,63.0,Beauty,3.0,25.0,75.0
921,922,29/9/23,CUST922,Female,27.0,Electronics,4.0,25.0,100.0
922,923,26/6/23,CUST923,Male,60.0,Beauty,1.0,30.0,30.0
923,924,6/8/23,CUST924,Female,51.0,Electronics,4.0,500.0,2000.0
924,925,9/10/23,CUST925,Male,43.0,Clothing,4.0,30.0,120.0
925,926,19/6/23,CUST926,Female,58.0,Clothing,1.0,25.0,25.0
926,927,30/6/23,CUST927,Female,20.0,Clothing,1.0,30.0,30.0
927,928,26/12/23,CUST928,Male,23.0,Clothing,1.0,30.0,30.0
928,929,21/8/23,CUST929,Male,22.0,Beauty,2.0,500.0,1000.0
929,930,19/5/23,CUST930,Male,22.0,Electronics,1.0,300.0,300.0
930,931,6/6/23,CUST931,Female,64.0,Electronics,2.0,25.0,50.0
931,932,9/5/23,CUST932,Male,40.0,Electronics,1.0,500.0,500.0
932,933,29/4/23,CUST933,Female,26.0,Clothing,2.0,30.0,60.0
933,934,3/3/23,CUST934,Female,52.0,Clothing,4.0,30.0,120.0
934,935,9/4/23,CUST935,Male,37.0,Electronics,3.0,300.0,900.0
935,936,11/6/23,CUST936,Male,59.0,Clothing,4.0,25.0,100.0
936,937,3/3/23,CUST937,Female,52.0,Electronics,4.0,25.0,100.0
937,938,2/10/23,CUST938,Female,35.0,Electronics,1.0,50.0,50.0
938,939,20/12/23,CUST939,Male,34.0,Electronics,2.0,25.0,50.0
939,940,5/4/23,CUST940,Male,41.0,Electronics,3.0,300.0,900.0
940,941,9/4/23,CUST941,Male,20.0,Electronics,1.0,50.0,50.0
941,942,21/4/23,CUST942,Male,49.0,Electronics,1.0,50.0,50.0
942,943,5/9/23,CUST943,Male,52.0,Electronics,1.0,30.0,30.0
943,944,22/5/23,CUST944,Female,55.0,Clothing,4.0,30.0,120.0
944,945,29/10/23,CUST945,Female,30.0,Electronics,2.0,25.0,50.0
945,946,26/9/23,CUST946,Female,64.0,Electronics,2.0,50.0,100.0
946,947,2/11/23,CUST947,Female,42.0,Clothing,3.0,30.0,90.0
947,948,25/5/23,CUST948,Male,26.0,Clothing,2.0,300.0,600.0
948,949,21/2/23,CUST949,Male,21.0,Clothing,2.0,30.0,60.0
949,950,10/4/23,CUST950,Male,31.0,Electronics,1.0,30.0,30.0
950,951,1/6/23,CUST951,Female,54.0,Beauty,1.0,50.0,50.0
951,952,27/4/23,CUST952,Female,51.0,Beauty,4.0,50.0,200.0
952,953,4/7/23,CUST953,Male,28.0,Clothing,1.0,500.0,500.0
953,954,2/4/23,CUST954,Male,58.0,Beauty,1.0,300.0,300.0
954,955,4/6/23,CUST955,Female,20.0,Clothing,1.0,50.0,50.0
955,956,8/1/23,CUST956,Female,45.0,Electronics,1.0,25.0,25.0
956,957,29/12/23,CUST957,Male,46.0,Beauty,4.0,300.0,1200.0
957,958,1/10/23,CUST958,Male,26.0,Electronics,1.0,300.0,300.0
958,959,6/3/23,CUST959,Female,20.0,Beauty,3.0,50.0,150.0
959,960,21/5/23,CUST960,Male,42.0,Electronics,3.0,300.0,900.0
960,961,24/1/23,CUST961,Male,51.0,Beauty,3.0,50.0,150.0
961,962,28/1/23,CUST962,Male,29.0,Electronics,3.0,30.0,90.0
962,963,11/10/23,CUST963,Female,59.0,Electronics,1.0,500.0,500.0
963,964,30/5/23,CUST964,Female,26.0,Beauty,3.0,30.0,90.0
964,965,24/12/23,CUST965,Female,32.0,Electronics,1.0,50.0,50.0
965,966,6/3/23,CUST966,Female,57.0,Electronics,4.0,50.0,200.0
966,967,23/11/23,CUST967,Female,42.0,Electronics,3.0,30.0,90.0
967,968,9/9/23,CUST968,Female,22.0,Beauty,2.0,25.0,50.0
968,969,22/2/23,CUST969,Female,28.0,Beauty,3.0,25.0,75.0
969,970,7/1/23,CUST970,Male,51.0,Electronics,3.0,25.0,75.0
970,971,21/10/23,CUST971,Male,41.0,Electronics,1.0,50.0,50.0
971,972,26/5/23,CUST972,Male,32.0,Beauty,3.0,300.0,900.0
972,973,29/8/23,CUST973,Male,55.0,Beauty,2.0,50.0,100.0
973,974,3/9/23,CUST974,Male,25.0,Electronics,1.0,300.0,300.0
974,975,14/8/23,CUST975,Male,22.0,Electronics,1.0,30.0,30.0
975,976,24/6/23,CUST976,Male,43.0,Electronics,4.0,500.0,2000.0
976,977,5/4/23,CUST977,Female,35.0,Clothing,4.0,300.0,1200.0
977,978,27/1/23,CUST978,Female,23.0,Beauty,3.0,25.0,75.0
978,979,10/5/23,CUST979,Male,54.0,Clothing,4.0,50.0,200.0
979,980,2/9/23,CUST980,Male,30.0,Beauty,4.0,30.0,120.0
980,981,28/2/23,CUST981,Female,45.0,Beauty,4.0,25.0,100.0
981,982,3/2/23,CUST982,Male,22.0,Beauty,1.0,30.0,30.0
982,983,25/7/23,CUST983,Male,30.0,Beauty,1.0,500.0,500.0
983,984,9/9/23,CUST984,Female,34.0,Beauty,1.0,50.0,50.0
984,985,7/2/23,CUST985,Male,57.0,Beauty,4.0,50.0,200.0
985,986,23/10/23,CUST986,Female,62.0,Beauty,1.0,500.0,500.0
986,987,19/11/23,CUST987,Male,49.0,Clothing,4.0,50.0,200.0
987,988,18/12/23,CUST988,Female,46.0,Electronics,1.0,300.0,300.0
988,989,28/1/23,CUST989,Female,20.0,Electronics,1.0,30.0,30.0
989,990,19/3/23,CUST990,Female,57.0,Clothing,2.0,25.0,50.0
990,991,18/3/23,CUST991,Male,51.0,Clothing,3.0,500.0,1500.0
991,992,16/10/23,CUST992,Female,57.0,Clothing,4.0,300.0,1200.0
992,993,5/6/23,CUST993,Male,44.0,Clothing,2.0,25.0,50.0
993,994,13/2/23,CUST994,Male,30.0,Beauty,1.0,25.0,25.0
994,995,8/5/23,CUST995,Male,62.0,Electronics,4.0,500.0,2000.0
995,996,2/3/23,CUST996,Male,50.0,Beauty,1.0,300.0,300.0
996,997,13/10/23,CUST997,Female,23.0,Electronics,3.0,25.0,75.0
997,998,2/8/23,CUST998,Female,41.0,Electronics,2.0,25.0,50.0
998,999,7/11/23,CUST999,Male,36.0,Clothing,3.0,300.0,900.0
999,1000,2/11/23,CUST1000,Male,33.0,Beauty,2.0,50.0,100.0
1000,1001,13/11/23,CUST1001,Female,57.0,Clothing,1.0,25.0,25.0
1001,1002,26/4/23,CUST1002,Male,45.0,Beauty,3.0,30.0,90.0
1002,1003,25/9/23,CUST1003,Female,50.0,Electronics,3.0,300.0,900.0
1003,1004,14/7/23,CUST1004,Male,58.0,Clothing,1.0,25.0,25.0
1004,1005,19/8/23,CUST1005,Male,30.0,Clothing,3.0,500.0,1500.0
1005,1006,15/8/23,CUST1006,Female,60.0,Electronics,4.0,30.0,120.0
1006,1007,2/6/23,CUST1007,Male,62.0,Electronics,2.0,25.0,50.0
1007,1008,16/5/23,CUST1008,Female,60.0,Electronics,5.0,10.0,-500.0
1008,1009,29/10/23,CUST1009,Female,42.0,Electronics,2.0,30.0,60.0
1009,1010,8/8/23,CUST1010,Male,59.0,Clothing,2.0,30.0,60.0
1010,1011,6/6/23,CUST1011,Male,53.0,Beauty,4.0,50.0,200.0
1011,1012,19/10/23,CUST1012,Male,44.0,Clothing,2.0,30.0,60.0
1012,1013,14/11/23,CUST1013,Female,55.0,Beauty,1.0,50.0,50.0
1013,1014,31/1/23,CUST1014,Male,24.0,Clothing,3.0,300.0,900.0
1014,1015,9/11/23,CUST1015,Male,22.0,Clothing,4.0,50.0,200.0
1015,1016,20/2/23,CUST1016,Male,60.0,Electronics,2.0,500.0,1000.0
1016,1017,17/4/23,CUST1017,Male,62.0,Beauty,1.0,25.0,25.0
1017,1018,17/11/23,CUST1018,Female,48.0,Clothing,3.0,300.0,900.0
1018,1019,19/4/23,CUST1019,Female,40.0,Clothing,3.0,300.0,900.0
1019,1020,16/5/23,CUST1020,Male,59.0,Electronics,4.0,500.0,2000.0
1020,1021,5/12/23,CUST1021,Female,27.0,Electronics,4.0,50.0,200.0
1021,1022,11/2/23,CUST1022,Male,49.0,Beauty,4.0,25.0,100.0
1022,1023,22/3/23,CUST1023,Male,60.0,Clothing,1.0,50.0,50.0
1023,1024,3/5/23,CUST1024,Male,47.0,Beauty,1.0,30.0,30.0
1024,1025,30/3/23,CUST1025,Female,56.0,Clothing,4.0,50.0,200.0
1025,1026,10/10/23,CUST1026,Female,48.0,Beauty,2.0,300.0,600.0
1026,1027,8/2/23,CUST1027,Female,35.0,Electronics,3.0,25.0,75.0
1027,1028,22/3/23,CUST1028,Female,53.0,Clothing,3.0,50.0,150.0
1028,1029,2/1/23,CUST1029,Female,19.0,Beauty,1.0,25.0,25.0
1029,1030,29/7/23,CUST1030,Female,31.0,Electronics,3.0,25.0,75.0
1030,1031,19/8/23,CUST1031,Female,30.0,Electronics,2.0,30.0,60.0
1031,1032,19/12/23,CUST1032,Female,46.0,Beauty,3.0,30.0,90.0
1032,1033,1/11/23,CUST1033,Female,29.0,Clothing,1.0,300.0,300.0
1033,1034,29/8/23,CUST1034,Male,56.0,Clothing,1.0,500.0,500.0
1034,1035,30/5/23,CUST1035,Female,19.0,Electronics,2.0,25.0,50.0
1035,1036,17/1/23,CUST1036,Female,49.0,Clothing,2.0,500.0,1000.0
1036,1037,29/4/23,CUST1037,Female,30.0,Clothing,3.0,300.0,900.0
1037,1038,28/5/23,CUST1038,Female,63.0,Clothing,3.0,25.0,75.0
1038,1039,28/12/23,CUST1039,Female,44.0,Electronics,1.0,25.0,25.0
1039,1040,25/5/23,CUST1040,Female,58.0,Beauty,2.0,500.0,1000.0
1040,1041,26/12/23,CUST1041,Female,34.0,Clothing,2.0,50.0,100.0
1041,1042,21/8/23,CUST1042,Female,57.0,Electronics,2.0,30.0,60.0
1042,1043,6/2/23,CUST1043,Female,48.0,Electronics,3.0,50.0,150.0
1043,1044,18/12/23,CUST1044,Female,51.0,Beauty,2.0,500.0,1000.0
1044,1045,30/4/23,CUST1045,Female,41.0,Clothing,1.0,30.0,30.0
1045,1046,16/5/23,CUST1046,Male,62.0,Clothing,1.0,50.0,50.0
1046,1047,17/11/23,CUST1047,Male,52.0,Beauty,3.0,30.0,90.0
1047,1048,29/10/23,CUST1048,Female,23.0,Beauty,4.0,25.0,100.0
1048,1049,5/12/23,CUST1049,Female,36.0,Electronics,3.0,50.0,150.0
1049,1050,12/4/23,CUST1050,Male,47.0,Electronics,4.0,30.0,120.0
