Transaction_ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
770,2023-07-14,CUST770,Male,51.0,Electronics,3.0,50.0,150.0
771,2023-05-23,CUST771,Male,29.0,Clothing,4.0,300.0,1200.0
772,2023-08-04,CUST772,Female,36.0,Clothing,2.0,25.0,50.0
773,2023-05-10,CUST773,Male,54.0,Clothing,4.0,500.0,2000.0
774,2023-02-11,CUST774,Male,61.0,Electronics,2.0,500.0,1000.0
775,2023-08-29,CUST775,Male,34.0,Beauty,1.0,30.0,30.0
776,2023-01-10,CUST776,Female,27.0,Clothing,1.0,30.0,30.0
777,2023-10-04,CUST777,Female,64.0,Clothing,4.0,500.0,2000.0
778,2023-01-27,CUST778,Male,29.0,Clothing,4.0,25.0,100.0
780,2023-06-29,CUST780,Female,33.0,Clothing,1.0,50.0,50.0
781,2023-04-25,CUST781,Male,41.0,Clothing,2.0,50.0,100.0
782,2023-11-29,CUST782,Male,36.0,Beauty,1.0,25.0,25.0
783,2023-02-05,CUST783,Female,25.0,Beauty,4.0,50.0,200.0
784,2023-11-30,CUST784,Male,48.0,Clothing,1.0,300.0,300.0
785,2023-01-21,CUST785,Female,38.0,Electronics,4.0,500.0,2000.0
786,2023-01-16,CUST786,Female,34.0,Beauty,4.0,500.0,2000.0
787,2023-05-07,CUST787,Male,40.0,Electronics,1.0,25.0,25.0
788,2023-04-13,CUST788,Male,54.0,Beauty,2.0,50.0,100.0
789,2023-01-11,CUST789,Female,33.0,Clothing,3.0,30.0,90.0
790,2023-11-15,CUST790,Male,23.0,Beauty,1.0,30.0,30.0
791,2023-03-20,CUST791,Male,25.0,Clothing,3.0,50.0,150.0
793,2023-05-03,CUST793,Male,42.0,Beauty,1.0,30.0,30.0
794,2023-03-06,CUST794,Female,35.0,Clothing,3.0,25.0,75.0
795,2023-08-31,CUST795,Female,42.0,Clothing,2.0,25.0,50.0
796,2023-12-09,CUST796,Male,29.0,Clothing,2.0,50.0,100.0
797,2023-02-28,CUST797,Female,32.0,Clothing,1.0,30.0,30.0
798,2023-10-16,CUST798,Female,43.0,Electronics,4.0,25.0,100.0
799,2023-04-22,CUST799,Female,58.0,Clothing,3.0,25.0,75.0
800,2023-08-27,CUST800,Female,62.0,Electronics,4.0,300.0,1200.0
801,2023-12-25,CUST801,Female,43.0,Electronics,4.0,300.0,1200.0
802,2023-05-12,CUST802,Male,64.0,Clothing,4.0,25.0,100.0
803,2023-07-08,CUST803,Male,49.0,Electronics,2.0,50.0,100.0
805,2023-03-27,CUST805,Male,27.0,Beauty,1.0,500.0,500.0
806,2023-11-07,CUST806,Female,33.0,Clothing,1.0,500.0,500.0
807,2023-11-07,CUST807,Female,24.0,Electronics,2.0,25.0,50.0
808,2023-02-28,CUST808,Male,34.0,Clothing,2.0,25.0,50.0
809,2023-03-25,CUST809,Female,40.0,Clothing,1.0,25.0,25.0
810,2023-06-09,CUST810,Male,43.0,Clothing,4.0,50.0,200.0
811,2023-02-25,CUST811,Male,38.0,Electronics,3.0,300.0,900.0
812,2023-10-24,CUST812,Male,39.0,Beauty,3.0,25.0,75.0
813,2023-01-14,CUST813,Female,24.0,Beauty,3.0,25.0,75.0
814,2023-06-09,CUST814,Female,31.0,Electronics,4.0,30.0,120.0
815,2023-10-22,CUST815,Male,32.0,Clothing,1.0,50.0,50.0
816,2023-12-13,CUST816,Male,24.0,Electronics,2.0,25.0,50.0
817,2023-07-12,CUST817,Male,26.0,Electronics,1.0,30.0,30.0
818,2023-07-23,CUST818,Male,25.0,Electronics,4.0,500.0,2000.0
819,2023-04-12,CUST819,Female,40.0,Clothing,2.0,25.0,50.0
820,2023-02-08,CUST820,Female,46.0,Electronics,4.0,25.0,100.0
821,2023-10-31,CUST821,Male,35.0,Clothing,3.0,30.0,90.0
822,2023-12-20,CUST822,Male,48.0,Electronics,3.0,50.0,150.0
823,2023-11-18,CUST823,Female,47.0,Beauty,4.0,25.0,100.0
824,2023-05-05,CUST824,Female,56.0,Electronics,2.0,500.0,1000.0
825,2023-02-22,CUST825,Male,52.0,Electronics,2.0,25.0,50.0
826,2023-12-23,CUST826,Male,35.0,Beauty,1.0,500.0,500.0
827,2023-06-04,CUST827,Male,59.0,Clothing,3.0,300.0,900.0
828,2023-12-17,CUST828,Female,56.0,Clothing,1.0,300.0,300.0
829,2023-11-04,CUST829,Female,34.0,Electronics,1.0,500.0,500.0
830,2023-03-03,CUST830,Female,31.0,Beauty,4.0,50.0,200.0
831,2023-10-17,CUST831,Male,48.0,Clothing,4.0,25.0,100.0
832,2023-01-22,CUST832,Male,41.0,Electronics,1.0,25.0,25.0
833,2023-06-27,CUST833,Female,52.0,Beauty,3.0,300.0,900.0
834,2023-09-30,CUST834,Female,61.0,Clothing,4.0,500.0,2000.0
835,2023-08-08,CUST835,Male,62.0,Clothing,1.0,25.0,25.0
836,2023-12-05,CUST836,Female,51.0,Beauty,1.0,25.0,25.0
838,2023-07-09,CUST838,Female,20.0,Beauty,1.0,50.0,50.0
839,2023-02-05,CUST839,Male,54.0,Beauty,1.0,30.0,30.0
840,2023-09-17,CUST840,Female,60.0,Beauty,1.0,300.0,300.0
841,2023-11-28,CUST841,Male,57.0,Electronics,1.0,300.0,300.0
842,2023-06-24,CUST842,Male,43.0,Beauty,4.0,30.0,120.0
843,2023-01-07,CUST843,Male,40.0,Clothing,3.0,25.0,75.0
844,2023-08-04,CUST844,Male,61.0,Clothing,1.0,50.0,50.0
845,2023-09-08,CUST845,Male,56.0,Electronics,2.0,50.0,100.0
846,2023-02-24,CUST846,Male,32.0,Clothing,4.0,300.0,1200.0
847,2023-08-10,CUST847,Male,21.0,Clothing,4.0,50.0,200.0
848,2023-07-05,CUST848,Female,46.0,Beauty,1.0,30.0,30.0
849,2023-11-22,CUST849,Male,39.0,Clothing,4.0,25.0,100.0
850,2023-08-24,CUST850,Male,42.0,Electronics,1.0,30.0,30.0
851,2023-12-29,CUST851,Female,30.0,Beauty,3.0,500.0,1500.0
852,2023-03-20,CUST852,Female,35.0,Beauty,3.0,300.0,900.0
854,2023-08-11,CUST854,Female,50.0,Electronics,4.0,50.0,200.0
855,2023-04-01,CUST855,Male,33.0,Beauty,4.0,500.0,2000.0
856,2023-09-25,CUST856,Female,62.0,Beauty,2.0,50.0,100.0
857,2023-11-30,CUST857,Male,59.0,Electronics,4.0,25.0,100.0
858,2023-05-19,CUST858,Male,61.0,Beauty,2.0,25.0,50.0
859,2023-11-12,CUST859,Male,19.0,Electronics,3.0,25.0,75.0
860,2023-10-03,CUST860,Male,52.0,Electronics,3.0,50.0,150.0
861,2023-09-05,CUST861,Female,59.0,Clothing,1.0,500.0,500.0
862,2023-08-27,CUST862,Female,51.0,Clothing,3.0,25.0,75.0
863,2023-08-12,CUST863,Male,47.0,Beauty,2.0,500.0,1000.0
864,2023-10-31,CUST864,Male,30.0,Beauty,4.0,50.0,200.0
865,2023-05-18,CUST865,Male,30.0,Electronics,1.0,500.0,500.0
866,2023-06-15,CUST866,Female,35.0,Beauty,2.0,50.0,100.0
867,2023-05-06,CUST867,Male,49.0,Electronics,4.0,50.0,200.0
868,2023-02-14,CUST868,Male,49.0,Electronics,1.0,300.0,300.0
869,2023-05-23,CUST869,Female,52.0,Beauty,3.0,50.0,150.0
870,2023-08-19,CUST870,Female,56.0,Electronics,2.0,50.0,100.0
871,2023-05-05,CUST871,Male,63.0,Clothing,4.0,30.0,120.0
872,2023-08-26,CUST872,Female,46.0,Beauty,1.0,25.0,25.0
873,2023-10-19,CUST873,Female,46.0,Clothing,1.0,300.0,300.0
874,2023-11-09,CUST874,Male,61.0,Beauty,3.0,300.0,900.0
875,2023-12-09,CUST875,Female,33.0,Electronics,4.0,300.0,1200.0
876,2023-07-14,CUST876,Male,61.0,Beauty,3.0,30.0,90.0
877,2023-06-22,CUST877,Female,64.0,Clothing,3.0,50.0,150.0
878,2023-01-15,CUST878,Male,27.0,Electronics,4.0,25.0,100.0
879,2023-09-11,CUST879,Male,47.0,Beauty,4.0,500.0,2000.0
880,2023-06-16,CUST880,Male,42.0,Beauty,4.0,50.0,200.0
882,2023-04-04,CUST882,Female,56.0,Beauty,2.0,30.0,60.0
883,2023-09-07,CUST883,Male,37.0,Clothing,4.0,50.0,200.0
884,2023-04-19,CUST884,Female,22.0,Clothing,1.0,50.0,50.0
885,2023-07-01,CUST885,Male,18.0,Beauty,3.0,30.0,90.0
886,2023-05-13,CUST886,Male,47.0,Electronics,2.0,300.0,600.0
887,2023-06-24,CUST887,Female,20.0,Electronics,4.0,300.0,1200.0
888,2023-05-24,CUST888,Male,62.0,Clothing,2.0,25.0,50.0
889,2023-11-02,CUST889,Male,31.0,Electronics,4.0,25.0,100.0
890,2023-12-26,CUST890,Female,47.0,Clothing,2.0,300.0,600.0
891,2023-05-22,CUST891,Male,21.0,Beauty,3.0,500.0,1500.0
892,2023-10-12,CUST892,Male,35.0,Clothing,3.0,50.0,150.0
893,2023-01-06,CUST893,Male,54.0,Clothing,1.0,500.0,500.0
894,2023-09-22,CUST894,Male,42.0,Beauty,1.0,50.0,50.0
895,2023-04-08,CUST895,Female,18.0,Electronics,4.0,300.0,1200.0
896,2023-02-13,CUST896,Female,63.0,Clothing,3.0,25.0,75.0
897,2023-05-04,CUST897,Male,32.0,Clothing,2.0,25.0,50.0
898,2023-07-28,CUST898,Female,26.0,Beauty,2.0,500.0,1000.0
899,2023-09-08,CUST899,Male,32.0,Electronics,2.0,25.0,50.0
900,2023-10-12,CUST900,Female,41.0,Clothing,1.0,300.0,300.0
901,2023-05-04,CUST901,Male,21.0,Beauty,2.0,500.0,1000.0
902,2023-12-20,CUST902,Male,29.0,Clothing,1.0,50.0,50.0
903,2023-09-01,CUST903,Male,54.0,Beauty,1.0,25.0,25.0
904,2023-11-27,CUST904,Male,54.0,Electronics,4.0,30.0,120.0
905,2023-12-31,CUST905,Male,60.0,Electronics,2.0,25.0,50.0
906,2023-09-09,CUST906,Male,23.0,Electronics,2.0,50.0,100.0
907,2023-08-18,CUST907,Female,56.0,Electronics,3.0,500.0,1500.0
908,2023-01-09,CUST908,Male,63.0,Clothing,4.0,50.0,200.0
909,2023-02-17,CUST909,Female,41.0,Clothing,3.0,30.0,90.0
911,2023-05-31,CUST911,Male,28.0,Electronics,4.0,300.0,1200.0
912,2023-04-24,CUST912,Female,30.0,Electronics,2.0,25.0,50.0
913,2023-07-27,CUST913,Female,51.0,Electronics,1.0,500.0,500.0
914,2023-12-21,CUST914,Female,42.0,Clothing,1.0,300.0,300.0
915,2023-05-05,CUST915,Male,24.0,Electronics,1.0,50.0,50.0
916,2023-06-06,CUST916,Male,21.0,Electronics,1.0,500.0,500.0
917,2023-12-06,CUST917,Female,25.0,Electronics,1.0,300.0,300.0
918,2023-10-25,CUST918,Male,37.0,Beauty,3.0,500.0,1500.0
919,2023-07-08,CUST919,Female,46.0,Electronics,4.0,30.0,120.0
920,2023-08-31,CUST920,Male,62.0,Beauty,2.0,30.0,60.0
921,2023-10-11,CUST921,Female,63.0,Beauty,3.0,25.0,75.0
922,2023-09-29,CUST922,Female,27.0,Electronics,4.0,25.0,100.0
923,2023-06-26,CUST923,Male,60.0,Beauty,1.0,30.0,30.0
924,2023-08-06,CUST924,Female,51.0,Electronics,4.0,500.0,2000.0
925,2023-10-09,CUST925,Male,43.0,Clothing,4.0,30.0,120.0
926,2023-06-19,CUST926,Female,58.0,Clothing,1.0,25.0,25.0
927,2023-06-30,CUST927,Female,20.0,Clothing,1.0,30.0,30.0
928,2023-12-26,CUST928,Male,23.0,Clothing,1.0,30.0,30.0
929,2023-08-21,CUST929,Male,22.0,Beauty,2.0,500.0,1000.0
930,2023-05-19,CUST930,Male,22.0,Electronics,1.0,300.0,300.0
931,2023-06-06,CUST931,Female,64.0,Electronics,2.0,25.0,50.0
932,2023-05-09,CUST932,Male,40.0,Electronics,1.0,500.0,500.0
933,2023-04-29,CUST933,Female,26.0,Clothing,2.0,30.0,60.0
934,2023-03-03,CUST934,Female,52.0,Clothing,4.0,30.0,120.0
935,2023-04-09,CUST935,Male,37.0,Electronics,3.0,300.0,900.0
936,2023-06-11,CUST936,Male,59.0,Clothing,4.0,25.0,100.0
937,2023-03-03,CUST937,Female,52.0,Electronics,4.0,25.0,100.0
938,2023-10-02,CUST938,Female,35.0,Electronics,1.0,50.0,50.0
939,2023-12-20,CUST939,Male,34.0,Electronics,2.0,25.0,50.0
940,2023-04-05,CUST940,Male,41.0,Electronics,3.0,300.0,900.0
941,2023-04-09,CUST941,Male,20.0,Electronics,1.0,50.0,50.0
942,2023-04-21,CUST942,Male,49.0,Electronics,1.0,50.0,50.0
943,2023-09-05,CUST943,Male,52.0,Electronics,1.0,30.0,30.0
944,2023-05-22,CUST944,Female,55.0,Clothing,4.0,30.0,120.0
945,2023-10-29,CUST945,Female,30.0,Electronics,2.0,25.0,50.0
946,2023-09-26,CUST946,Female,64.0,Electronics,2.0,50.0,100.0
947,2023-11-02,CUST947,Female,42.0,Clothing,3.0,30.0,90.0
948,2023-05-25,CUST948,Male,26.0,Clothing,2.0,300.0,600.0
949,2023-02-21,CUST949,Male,21.0,Clothing,2.0,30.0,60.0
950,2023-04-10,CUST950,Male,31.0,Electronics,1.0,30.0,30.0
951,2023-06-01,CUST951,Female,54.0,Beauty,1.0,50.0,50.0
952,2023-04-27,CUST952,Female,51.0,Beauty,4.0,50.0,200.0
953,2023-07-04,CUST953,Male,28.0,Clothing,1.0,500.0,500.0
954,2023-04-02,CUST954,Male,58.0,Beauty,1.0,300.0,300.0
955,2023-06-04,CUST955,Female,20.0,Clothing,1.0,50.0,50.0
956,2023-01-08,CUST956,Female,45.0,Electronics,1.0,25.0,25.0
957,2023-12-29,CUST957,Male,46.0,Beauty,4.0,300.0,1200.0
958,2023-10-01,CUST958,Male,26.0,Electronics,1.0,300.0,300.0
959,2023-03-06,CUST959,Female,20.0,Beauty,3.0,50.0,150.0
960,2023-05-21,CUST960,Male,42.0,Electronics,3.0,300.0,900.0
961,2023-01-24,CUST961,Male,51.0,Beauty,3.0,50.0,150.0
962,2023-01-28,CUST962,Male,29.0,Electronics,3.0,30.0,90.0
963,2023-10-11,CUST963,Female,59.0,Electronics,1.0,500.0,500.0
964,2023-05-30,CUST964,Female,26.0,Beauty,3.0,30.0,90.0
965,2023-12-24,CUST965,Female,32.0,Electronics,1.0,50.0,50.0
966,2023-03-06,CUST966,Female,57.0,Electronics,4.0,50.0,200.0
967,2023-11-23,CUST967,Female,42.0,Electronics,3.0,30.0,90.0
968,2023-09-09,CUST968,Female,22.0,Beauty,2.0,25.0,50.0
969,2023-02-22,CUST969,Female,28.0,Beauty,3.0,25.0,75.0
970,2023-01-07,CUST970,Male,51.0,Electronics,3.0,25.0,75.0
971,2023-10-21,CUST971,Male,41.0,Electronics,1.0,50.0,50.0
972,2023-05-26,CUST972,Male,32.0,Beauty,3.0,300.0,900.0
973,2023-08-29,CUST973,Male,55.0,Beauty,2.0,50.0,100.0
974,2023-09-03,CUST974,Male,25.0,Electronics,1.0,300.0,300.0
975,2023-08-14,CUST975,Male,22.0,Electronics,1.0,30.0,30.0
976,2023-06-24,CUST976,Male,43.0,Electronics,4.0,500.0,2000.0
977,2023-04-05,CUST977,Female,35.0,Clothing,4.0,300.0,1200.0
978,2023-01-27,CUST978,Female,23.0,Beauty,3.0,25.0,75.0
979,2023-05-10,CUST979,Male,54.0,Clothing,4.0,50.0,200.0
980,2023-09-02,CUST980,Male,30.0,Beauty,4.0,30.0,120.0
981,2023-02-28,CUST981,Female,45.0,Beauty,4.0,25.0,100.0
982,2023-02-03,CUST982,Male,22.0,Beauty,1.0,30.0,30.0
983,2023-07-25,CUST983,Male,30.0,Beauty,1.0,500.0,500.0
984,2023-09-09,CUST984,Female,34.0,Beauty,1.0,50.0,50.0
985,2023-02-07,CUST985,Male,57.0,Beauty,4.0,50.0,200.0
986,2023-10-23,CUST986,Female,62.0,Beauty,1.0,500.0,500.0
987,2023-11-19,CUST987,Male,49.0,Clothing,4.0,50.0,200.0
988,2023-12-18,CUST988,Female,46.0,Electronics,1.0,300.0,300.0
989,2023-01-28,CUST989,Female,20.0,Electronics,1.0,30.0,30.0
990,2023-03-19,CUST990,Female,57.0,Clothing,2.0,25.0,50.0
991,2023-03-18,CUST991,Male,51.0,Clothing,3.0,500.0,1500.0
992,2023-10-16,CUST992,Female,57.0,Clothing,4.0,300.0,1200.0
993,2023-06-05,CUST993,Male,44.0,Clothing,2.0,25.0,50.0
994,2023-02-13,CUST994,Male,30.0,Beauty,1.0,25.0,25.0
995,2023-05-08,CUST995,Male,62.0,Electronics,4.0,500.0,2000.0
996,2023-03-02,CUST996,Male,50.0,Beauty,1.0,300.0,300.0
997,2023-10-13,CUST997,Female,23.0,Electronics,3.0,25.0,75.0
998,2023-08-02,CUST998,Female,41.0,Electronics,2.0,25.0,50.0
999,2023-11-07,CUST999,Male,36.0,Clothing,3.0,300.0,900.0
1000,2023-11-02,CUST1000,Male,33.0,Beauty,2.0,50.0,100.0
1001,2023-11-13,CUST1001,Female,57.0,Clothing,1.0,25.0,25.0
1002,2023-04-26,CUST1002,Male,45.0,Beauty,3.0,30.0,90.0
1003,2023-09-25,CUST1003,Female,50.0,Electronics,3.0,300.0,900.0
1004,2023-07-14,CUST1004,Male,58.0,Clothing,1.0,25.0,25.0
1005,2023-08-19,CUST1005,Male,30.0,Clothing,3.0,500.0,1500.0
1006,2023-08-15,CUST1006,Female,60.0,Electronics,4.0,30.0,120.0
1007,2023-06-02,CUST1007,Male,62.0,Electronics,2.0,25.0,50.0
1008,2023-05-16,CUST1008,Female,60.0,Electronics,5.0,10.0,50.0
1009,2023-10-29,CUST1009,Female,42.0,Electronics,2.0,30.0,60.0
1010,2023-08-08,CUST1010,Male,59.0,Clothing,2.0,30.0,60.0
1011,2023-06-06,CUST1011,Male,53.0,Beauty,4.0,50.0,200.0
1012,2023-10-19,CUST1012,Male,44.0,Clothing,2.0,30.0,60.0
1013,2023-11-14,CUST1013,Female,55.0,Beauty,1.0,50.0,50.0
1014,2023-01-31,CUST1014,Male,24.0,Clothing,3.0,300.0,900.0
1015,2023-11-09,CUST1015,Male,22.0,Clothing,4.0,50.0,200.0
1016,2023-02-20,CUST1016,Male,60.0,Electronics,2.0,500.0,1000.0
1017,2023-04-17,CUST1017,Male,62.0,Beauty,1.0,25.0,25.0
1018,2023-11-17,CUST1018,Female,48.0,Clothing,3.0,300.0,900.0
1019,2023-04-19,CUST1019,Female,40.0,Clothing,3.0,300.0,900.0
1020,2023-05-16,CUST1020,Male,59.0,Electronics,4.0,500.0,2000.0
1021,2023-12-05,CUST1021,Female,27.0,Electronics,4.0,50.0,200.0
1022,2023-02-11,CUST1022,Male,49.0,Beauty,4.0,25.0,100.0
1023,2023-03-22,CUST1023,Male,60.0,Clothing,1.0,50.0,50.0
1024,2023-05-03,CUST1024,Male,47.0,Beauty,1.0,30.0,30.0
1025,2023-03-30,CUST1025,Female,56.0,Clothing,4.0,50.0,200.0
1026,2023-10-10,CUST1026,Female,48.0,Beauty,2.0,300.0,600.0
1027,2023-02-08,CUST1027,Female,35.0,Electronics,3.0,25.0,75.0
1028,2023-03-22,CUST1028,Female,53.0,Clothing,3.0,50.0,150.0
1029,2023-01-02,CUST1029,Female,19.0,Beauty,1.0,25.0,25.0
1030,2023-07-29,CUST1030,Female,31.0,Electronics,3.0,25.0,75.0
1031,2023-08-19,CUST1031,Female,30.0,Electronics,2.0,30.0,60.0
1032,2023-12-19,CUST1032,Female,46.0,Beauty,3.0,30.0,90.0
1033,2023-11-01,CUST1033,Female,29.0,Clothing,1.0,300.0,300.0
1034,2023-08-29,CUST1034,Male,56.0,Clothing,1.0,500.0,500.0
1035,2023-05-30,CUST1035,Female,19.0,Electronics,2.0,25.0,50.0
1036,2023-01-17,CUST1036,Female,49.0,Clothing,2.0,500.0,1000.0
1037,2023-04-29,CUST1037,Female,30.0,Clothing,3.0,300.0,900.0
1038,2023-05-28,CUST1038,Female,63.0,Clothing,3.0,25.0,75.0
1039,2023-12-28,CUST1039,Female,44.0,Electronics,1.0,25.0,25.0
1040,2023-05-25,CUST1040,Female,58.0,Beauty,2.0,500.0,1000.0
1041,2023-12-26,CUST1041,Female,34.0,Clothing,2.0,50.0,100.0
1042,2023-08-21,CUST1042,Female,57.0,Electronics,2.0,30.0,60.0
1043,2023-02-06,CUST1043,Female,48.0,Electronics,3.0,50.0,150.0
1044,2023-12-18,CUST1044,Female,51.0,Beauty,2.0,500.0,1000.0
1045,2023-04-30,CUST1045,Female,41.0,Clothing,1.0,30.0,30.0
1046,2023-05-16,CUST1046,Male,62.0,Clothing,1.0,50.0,50.0
1047,2023-11-17,CUST1047,Male,52.0,Beauty,3.0,30.0,90.0
1048,2023-10-29,CUST1048,Female,23.0,Beauty,4.0,25.0,100.0
1049,2023-12-05,CUST1049,Female,36.0,Electronics,3.0,50.0,150.0
1050,2023-04-12,CUST1050,Male,47.0,Electronics,4.0,30.0,120.0
